Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,293,1,Mar 29,LAD,,SF,L0-1,GS-6,L(0-1),99,6,8,1,1,2,7,1,0,1.5,27,91,62,12,17,6,12,7,3,0,57,,,0,0,0,25,2,0,0,1,0,0,1.2,0.166,1.84,19.5,36,1t start tie,6t 3 out d1
2,294,6,Apr 03,LAD,@,ARI,L1-6,GS-6,L(0-2),4,6,4,2,2,1,6,2,0,2.25,24,97,63,18,9,9,8,4,0,0,61,,,0,0,0,23,0,0,0,0,0,1,0.72,0.07,1.13,18.5,30,1b start tie,6b 3 out d1
3,295,9,Apr 08,LAD,@,SF,W2-1,GS-8,,4,7,6,1,1,0,6,0,0,1.89,26,92,59,11,9,9,11,7,3,0,67,,,0,0,0,26,2,0,0,0,0,0,1.36,0.233,2.24,22.15,36,1b start tie,8b 12- 0 out a1
4,296,14,Apr 15,LAD,,ARI,W7-2,GS-7,W(1-2),6,7,2,1,1,0,12,1,0,1.73,24,100,71,18,15,7,5,0,0,0,81,,,0,0,0,24,1,0,0,0,0,1,0.53,0.214,2.31,40.55,66,1t start tie,7t 3 out a6
5,297,18,Apr 20,LAD,,WSH,L2-5,GS-7,L(1-3),4,7,9,4,4,0,4,0,0,2.45,29,85,64,15,7,16,9,6,1,0,47,,,0,0,0,29,3,0,0,1,0,0,0.69,-0.131,-0.69,10.35,21,1t start tie,7t 3 out d3
6,298,23,Apr 25,LAD,,MIA,L6-8,GS-5,L(1-4),4,5,5,3,3,6,7,1,0,2.84,26,112,64,16,12,5,8,4,2,0,46,,,0,0,0,20,1,0,0,0,0,0,1.53,-0.114,-0.64,12.65,27,1t start tie,5t 3 out d3
7,299,29,May 01,LAD,@,ARI,L3-4,GS-6,,5,6,6,2,2,1,6,2,0,2.86,25,101,65,18,10,7,11,5,1,0,57,,,0,0,0,24,0,0,0,0,0,0,1.17,0.151,1.13,17.3,30,1b start tie,6b 3 out a1
8,300,56,May 31,LAD,,PHI,L1-2,GS-5,,29,5,4,1,1,1,5,0,0,2.76,19,62,42,15,4,5,8,4,2,0,59,,,0,0,0,18,0,0,0,1,0,0,0.98,0.127,1.37,16.25,27,1t start tie,5t 3 out d1
9,301,75,Jun 23,LAD,@,NYM,W8-3,GS-3,,22,3,5,2,2,1,4,0,0,2.94,14,55,39,14,4,5,4,2,0,0,44,,,0,0,0,13,2,0,0,1,0,0,1.31,-0.111,-0.69,7.15,15,1b start a 1,3b 3 out d1
10,302,80,Jun 28,LAD,,CHC,L5-11,GS-5,,4,5,4,1,1,0,6,0,0,2.84,18,68,47,18,9,7,5,2,1,0,61,,,0,0,0,18,1,0,0,1,0,1,0.94,0.161,1.37,18.85,30,1t start tie,5t 3 out a2
