Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,14,2,Apr 6,PHI,@,CIN,L2-3,GS-7,,99,7.0,4,1,1,0,8,1,0,1.29,25,95,73,25,9,7,10,5,1,0,73,,,0,0,0,25,0,0,0,0,0,0,1.17,0.403,2.50,,,1b start a 2,7b 3 out a1
2,15,7,Apr 11,PHI,,SD,L3-4,GS-7,L(0-1),4,7.0,6,4,4,0,9,1,0,3.21,27,95,67,29,8,8,10,7,0,0,58,,,0,0,0,26,2,0,0,0,0,0,1.05,-0.190,-0.56,,,1t start tie,7t 3 out d1
3,16,12,Apr 16,PHI,,WSH,L1-8,GS-5,L(0-2),4,5.0,7,7,7,3,6,1,0,5.68,24,80,49,20,10,5,10,7,1,0,28,,,0,0,1,20,2,1,1,0,1,0,.57,-0.311,-4.55,,,1t start tie,5t 3 out d7
4,17,17,Apr 22,PHI,@,MIL,W5-2,GS-7,W(1-2),5,7.0,4,1,1,2,7,0,0,4.50,27,105,74,31,12,11,7,4,1,0,70,,,0,0,0,25,0,0,0,0,0,0,.87,0.236,2.54,,,1b start tie,7b 3 out a4
5,18,22,Apr 28,PHI,@,WSH,W3-0,GS-7,,5,7.0,2,0,0,1,7,0,0,3.55,24,77,54,23,10,9,7,3,1,0,79,,,2,0,0,23,0,0,0,0,0,0,1.05,0.446,3.57,,,1b start tie,7b 3 out tie
6,19,27,May 3,PHI,@,STL,W1-0,GS-7,W(2-2),4,7.0,2,0,0,1,7,0,0,2.92,24,111,76,31,6,11,5,4,0,0,79,,,0,0,0,23,1,0,0,0,0,0,.97,0.470,3.40,,,1b start tie,7b 3 out a1
7,20,32,May 8,PHI,@,MIA,W6-5,GS-6,,4,6.0,6,3,3,1,5,0,0,3.13,25,93,59,20,7,14,5,5,0,0,52,,,0,0,0,24,2,0,1,0,0,0,.93,-0.054,-0.24,,,1b start tie,6b 3 out tie
8,21,37,May 14,PHI,,CIN,W4-3,GS-7,W(3-2),5,7.0,5,2,1,1,9,0,0,2.89,27,100,71,29,13,12,5,2,1,0,69,,,0,1,0,25,1,0,0,0,1,1,1.36,0.187,1.44,,,1t start tie,7t 3 out a1
9,22,42,May 20,PHI,,ATL,L1-7,GS-7,L(3-3),5,7.0,7,5,2,2,6,2,1,2.85,32,102,65,13,14,16,7,1,0,0,53,,,0,0,0,29,1,0,1,1,0,2,.97,-0.164,-1.56,,,1t start tie,7t 3 out d4
10,23,47,May 25,PHI,@,DET,W8-5,GS-6,W(4-3),4,6.0,6,4,2,1,6,0,0,2.86,26,92,60,22,10,10,9,5,2,0,53,,,0,0,0,25,1,0,0,0,0,1,1.24,-0.040,-0.95,,,1b start tie,6b 3 out a1
