Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited
1,365,1,Apr 4,ARI,,COL,L5-10,GS-4,L(0-1),99,4.0,9,7,7,1,2,3,0,15.75,22,82,55,10,8,7,12,8,1,0,17,,,1,0,0,21,2,0,0,0,0,0,.71,-0.416,-4.88,,,1t start tie,4t 3 out d6
2,366,6,Apr 9,ARI,,CHC,L2-4,GS-6,L(0-2),4,6.0,7,4,4,3,8,0,0,9.90,29,100,66,17,13,10,8,3,1,0,47,,,0,0,0,25,3,0,0,0,1,1,.71,-0.150,-0.82,,,1t start tie,6t 3 out d3
3,367,11,Apr 15,ARI,@,SD,W3-2,GS-8,,5,7.1,6,2,2,1,5,0,0,6.75,29,95,62,10,13,10,13,5,2,0,62,,,1,0,0,28,1,0,0,0,0,0,1.09,0.075,1.11,,,1b start tie,8b -2- 1 out tie
4,368,16,Apr 20,ARI,@,SF,W2-1,GS-7,W(1-2),4,6.2,6,1,1,1,7,0,0,5.25,27,102,70,15,10,10,10,5,1,0,64,,,0,0,0,26,2,1,0,0,0,0,1.24,0.258,2.11,,,1b start tie,7b 1-- 2 out a1
5,369,21,Apr 25,ARI,,STL,W12-7,GS-7,W(2-2),4,6.2,11,7,7,0,2,2,0,6.16,30,96,67,9,8,16,12,9,1,0,26,,,0,0,0,28,0,3,0,1,0,0,.76,-0.309,-3.67,,,1t start tie,7t --3 2 out a4
6,370,26,Apr 30,ARI,,COL,L2-5,GS-7,,4,7.0,8,2,2,2,8,0,0,5.50,29,105,71,21,16,7,12,9,1,0,59,,,0,1,0,27,3,0,0,1,0,0,.94,0.147,1.71,,,1t start tie,7t 3 out tie
7,371,31,May 6,ARI,@,ATL,W7-2,GS-6,W(3-2),5,6.0,7,2,2,1,8,0,0,5.15,24,95,63,14,15,8,7,6,0,0,57,,,1,1,0,23,0,0,0,1,0,0,1.04,0.164,0.91,,,1b start tie,6b 3 out a2
8,372,37,May 12,ARI,,SF,L2-4,GS-6,L(3-3),5,6.0,8,4,4,3,4,1,0,5.26,28,104,61,13,8,11,10,8,2,0,41,,,0,0,0,24,1,0,0,1,0,0,1.03,-0.170,-0.82,,,1t start tie,6t 3 out d3
9,373,42,May 17,ARI,,NYY,W5-3,GS-8,W(4-3),4,7.0,5,3,3,0,7,1,0,5.08,26,99,66,21,8,12,7,3,1,0,62,,,0,0,0,26,0,0,0,0,0,0,.65,0.150,1.36,,,1t start tie,8t 1-3 0 out a4
10,374,46,May 22,ARI,@,STL,W7-2,GS-8,W(5-3),4,8.0,5,1,1,1,7,1,0,4.59,30,107,76,17,9,8,14,4,2,0,74,,,0,0,0,28,1,0,0,0,0,0,.42,0.167,2.88,,,1b start a 3,8b 3 out a6
11,375,51,May 28,ARI,,SD,W8-7,GS-6,W(6-3),5,6.0,6,4,4,1,2,1,0,4.71,24,96,60,16,5,12,9,3,0,0,45,,,0,0,0,22,4,0,0,0,1,0,.48,0.024,-0.82,,,1t start tie,6t 3 out a4
12,376,56,Jun 2,ARI,@,HOU,W3-0,GS-7,W(7-3),4,7.0,4,0,0,0,11,0,0,4.29,25,103,74,19,18,7,7,3,1,0,80,,,0,0,0,25,0,0,0,0,0,0,1.02,0.400,3.34,,,1b start tie,7b 3 out a3
13,377,61,Jun 7,ARI,,TB,W5-0,SHO,W(8-3),4,9.0,3,0,0,2,2,0,0,3.84,31,104,64,12,10,13,14,6,4,0,81,,,0,0,0,29,0,0,0,1,0,0,.57,0.356,4.77,,,1t start tie,9t 3 out a5
14,378,66,Jun 13,ARI,,LAD,W3-2,GS-7,W(9-3),5,7.0,7,2,2,2,6,1,0,3.75,30,119,77,20,8,6,16,5,4,0,59,,,0,0,0,28,3,0,0,0,0,0,1.34,0.234,1.71,,,1t start tie,7t 3 out a1
15,379,70,Jun 18,ARI,@,PHI,W4-1,GS-8,W(10-3),4,8.0,3,1,1,1,6,1,0,3.54,28,94,68,18,18,11,10,3,3,0,77,,,0,0,0,27,1,0,0,0,0,0,.90,0.317,2.93,,,1b start tie,8b 3 out a3
16,380,75,Jun 23,ARI,@,COL,W7-6,GS-6,,4,5.2,7,3,3,2,4,1,0,3.61,27,109,73,18,11,12,9,9,0,0,45,,,0,0,0,24,2,0,0,0,0,1,1.19,0.037,0.19,,,1b start tie,6b 1-- 2 out a3
17,381,80,Jun 28,ARI,,PHI,L3-4,GS-2,,4,2.0,4,1,1,0,2,0,0,3.62,10,35,26,5,3,4,4,2,0,0,46,,,0,0,0,10,0,0,0,0,0,0,1.06,-0.005,0.06,,,1t start tie,2t 3 out d1
18,382,112,Aug 9,ARI,@,NYM,W5-3,GS-6,W(11-3),41,6.0,5,3,3,1,6,1,0,3.67,23,93,64,13,11,5,11,7,0,0,55,,,0,1,0,22,1,0,0,0,0,0,1.02,-0.153,-0.15,,,1b start tie,6b 3 out d1
19,383,117,Aug 14,ARI,@,BOS,L2-16,GS-2,L(11-4),4,1.2,10,9,9,0,3,3,0,4.31,15,43,30,7,5,5,7,5,0,0,2,,,0,0,0,15,1,0,0,0,0,0,.65,-0.384,-8.04,,,1b start tie,2b --- 2 out d9
20,384,122,Aug 19,ARI,@,SD,L4-7,GS-7,,4,7.0,7,2,2,2,8,0,0,4.21,28,90,58,16,11,6,12,7,1,0,61,,,0,1,0,25,2,0,0,1,1,0,1.21,0.080,1.30,,,1b start tie,7b 3 out tie
21,385,127,Aug 24,ARI,,ATL,W10-9,GS-6,,4,6.0,6,4,4,3,5,0,0,4.29,26,102,62,18,10,10,8,5,1,0,46,,,0,0,0,22,2,0,0,1,0,0,1.00,0.010,-0.82,,,1t start tie,6t 3 out a2
22,386,132,Aug 30,ARI,@,SF,W4-3,GS-6,W(12-4),5,6.0,6,2,1,2,1,0,0,4.17,27,108,66,18,5,10,14,6,3,0,53,,,0,0,0,24,2,0,0,0,1,1,1.15,0.092,0.85,,,1b start tie,6b 3 out a2
23,387,137,Sep 5,ARI,@,LAD,L2-10,GS-5,L(12-5),5,4.2,9,8,8,0,6,5,0,4.54,23,96,60,13,14,7,10,3,1,0,20,,,0,0,0,23,1,0,0,0,0,0,.65,-0.224,-5.70,,,1b start tie,5b --- 2 out d8
24,388,142,Sep 11,ARI,,SF,L3-5,GS-6,L(12-6),5,6.0,6,3,3,4,3,1,0,4.54,27,113,68,19,10,14,6,2,0,0,47,,,0,0,0,22,0,0,1,1,0,0,1.60,-0.073,0.18,,,1t start tie,6t 3 out d1
25,389,147,Sep 16,ARI,,LAD,L2-3,GS-6,L(12-7),4,6.0,4,3,1,4,4,0,0,4.42,25,106,64,18,9,7,10,4,3,0,56,,,0,0,0,21,1,1,1,1,0,0,.89,-0.037,0.18,,,1t start tie,6t 3 out d2
26,390,152,Sep 21,ARI,@,SD,W3-2,GS-6,W(13-7),4,6.0,2,2,2,4,7,1,0,4.37,24,107,62,24,8,5,8,3,1,0,63,,,0,0,0,20,0,0,1,0,0,0,1.03,0.076,0.83,,,1b start a 1,6b 3 out a1
,,,,,,,16-10,,W-L:13-7,4.3,158.2,161,80,77,41,134,23,0,4.37,667,2503,65%,16%,11%,0.90,,27%,7%,0,52,,---%,3,4,0,615,33,5,3,9,4,3,.94,0.666,0.73,,,,
